버스정류장 명칭,도로명주소,지번주소,위도,경도,기준일 
학곡보건소앞,강원도 원주시 소초면 구룡사로 5,강원도 원주시 소초면 학곡리 1061-2,37.437093,128.057002,2020-11-25
백교,강원도 원주시 소초면 백교길 1,강원도 원주시 소초면 학곡리 181-5,37.429586,128.058946,2020-11-25
원주한지공예관,강원도 원주시 소초면 구룡사로 143,강원도 원주시 소초면 학곡리 710-3,37.425886,128.056303,2020-11-25
수철마을,강원도 원주시 소초면 무쇠점1길 38,강원도 원주시 소초면 학곡리 산 82-3,37.422887,128.05176,2020-11-25
구룡사제1주차장,강원도 원주시 소초면 무쇠점1길 2,강원도 원주시 소초면 학곡리 866-4,37.419058,128.051584,2020-11-25
구룡사,강원도 원주시 소초면 구룡사로 327,강원도 원주시 소초면 학곡리 산 35-6,37.412309,128.049525,2020-11-25
양촌,강원도 원주시 소초면 섬배로 23,강원도 원주시 소초면 장양리 1001-5,37.42199,127.966185,2020-11-25
새섬배,강원도 원주시 소초면 섬배로 178,강원도 원주시 소초면 평장리 1308-4,37.41963,127.982089,2020-11-25
양촌,강원도 원주시 소초면 섬배로 23,강원도 원주시 소초면 장양리 1770-4,37.421839,127.966113,2020-11-25
양촌,강원도 원주시 소초면 섬배로 55,강원도 원주시 소초면 장양리 90-2,37.420976,127.968637,2020-11-25
윗섬배,강원도 원주시 소초면 섬배로 261,강원도 원주시 소초면 평장리 1146-4,37.419102,127.991546,2020-11-25
직산교,강원도 원주시 소초면 하초구길 36,강원도 원주시 소초면 흥양리 1763,37.380017,127.999729,2020-11-25
하초구,강원도 원주시 소초면 하초구길 66,강원도 원주시 소초면 흥양리 1772-68,37.379633,128.002502,2020-11-25
가곡삼거리,강원도 원주시 지정면 가곡로 50-1,강원도 원주시 지정면 가곡리 1526,37.376222,127.878283,2020-11-25
가곡삼거리,강원도 원주시 지정면 가곡로 50-1,강원도 원주시 지정면 가곡리 1520,37.376017,127.878324,2020-11-25
도오계,강원도 원주시 지정면 조엄로 397,강원도 원주시 지정면 가곡리 1515,37.375977,127.871987,2020-11-25
도오계,강원도 원주시 지정면 무릉로 5,강원도 원주시 지정면 가곡리 1517,37.375755,127.872125,2020-11-25
가곡,강원도 원주시 지정면 조엄로 350,강원도 원주시 지정면 가곡리 1287,37.371455,127.868334,2020-11-25
가곡,강원도 원주시 지정면 조엄로 350,강원도 원주시 지정면 가곡리 1286,37.371649,127.868082,2020-11-25
가곡1리,강원도 원주시 지정면 조엄로 289,강원도 원주시 지정면 가곡리 1083-3,37.36622,127.86418,2020-11-25
핏골입구,강원도 원주시 지정면 조엄로 265,강원도 원주시 지정면 가곡리 1149,37.363922,127.862821,2020-11-25
새말,강원도 원주시 지정면 가곡평장길 3,강원도 원주시 지정면 가곡리 1003-5,37.363386,127.862905,2020-11-25
가곡리,강원도 원주시 지정면 조엄로 205,강원도 원주시 지정면 가곡리 1143,37.359823,127.86018,2020-11-25
가곡정류장,강원도 원주시 지정면 질마재로 245,강원도 원주시 지정면 가곡리 1145-2,37.357189,127.859353,2020-11-25
가곡정류장,강원도 원주시 지정면 질마재로 245,강원도 원주시 지정면 가곡리 산 96-2,37.357162,127.859472,2020-11-25
자갑동,강원도 원주시 지정면 작압길 183,강원도 원주시 지정면 가곡리 1136-2,37.353007,127.858399,2020-11-25
지정초등학교,강원도 원주시 지정면 지정로 97,강원도 원주시 지정면 간현리 산 96-3,37.347088,127.846922,2020-11-25
노루골,강원도 원주시 지정면 지정로 183,강원도 원주시 지정면 간현리 589-3,37.35358,127.844062,2020-11-25
곤충마을,강원도 원주시 지정면 간현로 8,강원도 원주시 지정면 간현리 산 75-4,37.355308,127.844079,2020-11-25
레일파크,강원도 원주시 지정면 간현로 159,강원도 원주시 지정면 간현리 859-1,37.36315,127.837721,2020-11-25
요동,강원도 원주시 지정면 보통로 559,강원도 원주시 지정면 보통리 19-2,37.347276,127.887328,2020-11-25
질마재,강원도 원주시 지정면 질마재로 96,강원도 원주시 지정면 가곡리 산 102-1,37.351075,127.873147,2020-11-25
초가삼간,강원도 원주시 지정면 질마재로 131-4,강원도 원주시 지정면 가곡리 864-3,37.35289,127.870019,2020-11-25
가곡2리,강원도 원주시 지정면 지래울로 41,강원도 원주시 지정면 가곡리 844-1,37.357109,127.872853,2020-11-25
죽림사,강원도 원주시 지정면 월송석화로 43,강원도 원주시 지정면 월송리 1140-9,37.373614,127.863481,2020-11-25
죽림사,강원도 원주시 지정면 월송석화로 43,강원도 원주시 지정면 월송리 1140-9,37.373782,127.863654,2020-11-25
송호사거리,강원도 원주시 지정면 송정로 2-2,강원도 원주시 지정면 월송리 443-2,37.383269,127.859337,2020-11-25
송호사거리,강원도 원주시 지정면 송정로 2-2,강원도 원주시 지정면 월송리 443-5,37.383252,127.85918,2020-11-25
송호마을,강원도 원주시 지정면 송정로 41-19,강원도 원주시 지정면 월송리 428-5,37.388647,127.860239,2020-11-25
한솔교,강원도 원주시 지정면 월송석화로 290,강원도 원주시 지정면 월송리 산 27-13,37.392541,127.852739,2020-11-25
한솔교,강원도 원주시 지정면 월송석화로 290,강원도 원주시 지정면 월송리 산 27-13,37.392537,127.852849,2020-11-25
월송기도원,강원도 원주시 지정면 월송석화로 422,강원도 원주시 지정면 월송리 902-11,37.399207,127.843091,2020-11-25
월송기도원,강원도 원주시 지정면 월송석화로 422,강원도 원주시 지정면 월송리 산 107-8,37.39918,127.842983,2020-11-25
월송3리,강원도 원주시 지정면 월송석화로 472,강원도 원주시 지정면 월송리 산 107-6,37.40469,127.842102,2020-11-25
월송3리,강원도 원주시 지정면 월송석화로 472,강원도 원주시 지정면 월송리 산 107-6,37.40469,127.841967,2020-11-25
월송3리종점,강원도 원주시 지정면 월송석화로 559,강원도 원주시 지정면 월송리 1147,37.411191,127.83686,2020-11-25
송이골앞,강원도 원주시 호저면 고산동막길 15-1,강원도 원주시 호저면 광격리 1010,37.461459,127.924958,2020-11-25
개전동,강원도 원주시 호저면 호저로 1047,강원도 원주시 호저면 고산리 616-17,37.459773,127.924345,2020-11-25
개전동,강원도 원주시 호저면 호저로 1047,강원도 원주시 호저면 고산리 616-17,37.460104,127.924191,2020-11-25
병골,강원도 원주시 호저면 호저로 995,강원도 원주시 호저면 고산리 507-8,37.456006,127.924852,2020-11-25
상고산,강원도 원주시 호저면 호저로 951-8,강원도 원주시 호저면 고산리 476,37.452335,127.927252,2020-11-25
고산초교,강원도 원주시 호저면 호저로 883,강원도 원주시 호저면 고산리 616-11,37.446992,127.928678,2020-11-25
지촌앞,강원도 원주시 호저면 호저로 755-2,강원도 원주시 호저면 옥산리 281,37.435714,127.927288,2020-11-25
대덕리입구,강원도 원주시 호저면 호저로 709-7,강원도 원주시 호저면 옥산리 205-5,37.432548,127.927588,2020-11-25
옥산,강원도 원주시 호저면 호저로 659,강원도 원주시 호저면 옥산리 572-3,37.43004,127.923092,2020-11-25
평촌동,강원도 원주시 호저면 호저로 608,강원도 원주시 호저면 주산리 736-8,37.425708,127.921594,2020-11-25
호저중학교,강원도 원주시 호저면 호저로 504,강원도 원주시 호저면 주산리 647,37.417659,127.923279,2020-11-25
동막,강원도 원주시 호저면 고산동막길 111,강원도 원주시 호저면 광격리 산 122-6,37.466496,127.932313,2020-11-25
샘골다리입구,강원도 원주시 호저면 광격윗길 4,강원도 원주시 호저면 광격리 848-3,37.453066,127.932927,2020-11-25
광격리입구,강원도 원주시 호저면 광학로 5,강원도 원주시 호저면 광격리 82-1,37.448881,127.929762,2020-11-25
칠봉,강원도 원주시 호저면 칠봉로 551,강원도 원주시 호저면 산현리 583-1,37.440457,127.889391,2020-11-25
용곡리마을회관,강원도 원주시 호저면 칠봉로 726,강원도 원주시 호저면 용곡리 539,37.451851,127.888245,2020-11-25
잿말,강원도 원주시 호저면 대덕길 133,강원도 원주시 호저면 대덕리 991,37.425543,127.938201,2020-11-25
대덕리,강원도 원주시 호저면 대덕길 145-8,강원도 원주시 호저면 대덕리 628,37.424479,127.939113,2020-11-25
대덕1리,강원도 원주시 호저면 쇠절이길 72-2,강원도 원주시 호저면 대덕리 367,37.430052,127.942516,2020-11-25
점실,강원도 원주시 저금어지길 397,강원도 원주시 가현동 476-1,37.389514,127.930385,2020-11-25
구미,강원도 원주시 지정면 생골길 4,강원도 원주시 지정면 월송리 134-3,37.401344,127.871984,2020-11-25
월송리,강원도 원주시 지정면 신평석화로 274,강원도 원주시 지정면 월송리 156-3,37.401533,127.874557,2020-11-25
송정,강원도 원주시 호저면 신평석화로 157-8,강원도 원주시 호저면 무장리 1133-1,37.394481,127.880907,2020-11-25
신촌,강원도 원주시 지정면 신평석화로 101,강원도 원주시 지정면 신평리 854-3,37.389567,127.883744,2020-11-25
물구리,강원도 원주시 호저면 매호로 97,강원도 원주시 호저면 매호리 510-1,37.41413,127.879383,2020-11-25
주산교,강원도 원주시 호저면 칠봉로 42,강원도 원주시 호저면 주산리 1404,37.41353,127.91994,2020-11-25
물구리,강원도 원주시 호저면 매호로 72,강원도 원주시 호저면 매호리 550-4,37.412737,127.877003,2020-11-25
사기막,강원도 원주시 부론면 사기막길 386,강원도 원주시 부론면 단강리 산 6,37.185308,127.817044,2020-11-25
안국선원,강원도 원주시 살대울모래기길 208,강원도 원주시 봉산동 산 154-1,37.361173,127.993711,2020-11-25
우리환경,강원도 원주시 소초면 북원로 3542,강원도 원주시 소초면 둔둔리 682-1,37.452175,127.978779,2020-11-25
태장농공단지,강원도 원주시 태장공단길 37,강원도 원주시 태장동 1720-2,37.403263,127.947699,2020-11-25
상촌,강원도 원주시 소초면 장수2로 137,강원도 원주시 소초면 장양리 353-2,37.40108,127.967501,2020-11-25
석동종점,강원도 원주시 신림면 석동구미길 31-1,강원도 원주시 신림면 구학리 224-3,37.211755,128.055992,2020-11-25
하늘마루펜션앞,강원도 원주시 호저면 호저로 1181-11,강원도 원주시 호저면 고산리 159-1,37.469665,127.91812,2020-11-25
더덕골,강원도 원주시 흥업면 북원로 1139,강원도 원주시 흥업면 매지리 1770,37.254034,127.900342,2020-11-25
서평동,강원도 원주시 판부면 용수골길 185,강원도 원주시 판부면 서곡리 1231-1,37.29616,127.939703,2020-11-25
탑상골,강원도 원주시 귀래면 귀문로 253,강원도 원주시 귀래면 귀래리 782-10,37.205245,127.868072,2020-11-25
내남송,강원도 원주시 판부면 내남송길 134,강원도 원주시 판부면 서곡리 126-2,37.307817,127.945808,2020-11-25
웃골,강원도 원주시 귀래면 귀문로 133,강원도 원주시 귀래면 운계리 1252,37.196341,127.875172,2020-11-25
내동막,강원도 원주시 판부면 서곡길 311,강원도 원주시 판부면 서곡리 1956-1,37.295606,127.942198,2020-11-25
내남송,강원도 원주시 판부면 내남송길 98,강원도 원주시 판부면 서곡리 1776,37.310723,127.943358,2020-11-25
유현,강원도 원주시 귀래면 귀문로 31,강원도 원주시 귀래면 운계리 1253,37.18886,127.88088,2020-11-25
건너서평,강원도 원주시 판부면 서곡길 268-18,강원도 원주시 판부면 서곡리 1925,37.300487,127.943734,2020-11-25
원주화교소학교,강원도 원주시 판부면 내남송길 50,강원도 원주시 판부면 서곡리 488-2,37.31459,127.942074,2020-11-25
유현,강원도 원주시 귀래면 귀문로 91,강원도 원주시 귀래면 운계리 산 144-2,37.194003,127.878877,2020-11-25
약수터,강원도 원주시 귀래면 귀문로 181,강원도 원주시 귀래면 운계리 1086-3,37.199496,127.871688,2020-11-25
안중천,강원도 원주시 판부면 서곡길 237,강원도 원주시 판부면 서곡리 1873,37.302031,127.944304,2020-11-25
백운전원마을,강원도 원주시 판부면 서평길 66,강원도 원주시 판부면 서곡리 871-4,37.30058,127.936899,2020-11-25
국형사,강원도 원주시 고문골길 147,강원도 원주시 행구동 1822,37.334902,128.011619,2020-11-25
취병리,강원도 원주시 문막읍 원문로 2000,강원도 원주시 문막읍 취병리 33-20,37.304303,127.806025,2020-11-25
돌모루,강원도 원주시 소초면 치악로 2368,강원도 원주시 소초면 흥양리 1772-22,37.386029,127.977739,2020-11-25
수암4리,강원도 원주시 소초면 치악로 2734-13,강원도 원주시 소초면 평장리 668-1,37.412474,127.997406,2020-11-25
부채고개,강원도 원주시 소초면 치악로 2752,강원도 원주시 소초면 평장리 735-46,37.414814,127.999194,2020-11-25
골말,강원도 원주시 소초면 치악로 2854,강원도 원주시 소초면 평장리 967-1,37.42283,128.004525,2020-11-25
대동,강원도 원주시 소초면 치악로 3043,강원도 원주시 소초면 교항리 1110-1,37.432693,128.018455,2020-11-25
영산마을 종점,강원도 원주시 호저면 영산길 126,강원도 원주시 호저면 광격리 238-2,37.448897,127.942984,2020-11-25
광격리입구,강원도 원주시 호저면 광학로 5,강원도 원주시 호저면 광격리 82-1,37.449125,127.929713,2020-11-25
술미,강원도 원주시 흥업면 대안로 647,강원도 원주시 흥업면 대안리 1682-1,37.278401,127.878287,2020-11-25
술미,강원도 원주시 흥업면 대안로 647,강원도 원주시 흥업면 대안리 1682-5,37.278405,127.87814,2020-11-25
검산,강원도 원주시 흥업면 금산길 7,강원도 원주시 흥업면 대안리 1200-1,37.291492,127.884258,2020-11-25
느티나무,강원도 원주시 흥업면 금산길 80-7,강원도 원주시 흥업면 대안리 1319-1,37.295528,127.884922,2020-11-25
대안리,강원도 원주시 흥업면 대안신촌길 2,강원도 원주시 흥업면 대안리 1027-2,37.297705,127.885516,2020-11-25
작실 마을회관,강원도 원주시 부론면 섬뜰작실길 117,강원도 원주시 부론면 단강리 1200-1,37.164057,127.790732,2020-11-25
술산,강원도 원주시 흥업면 술미길 2,강원도 원주시 흥업면 대안리 1442,37.284033,127.880137,2020-11-25
영산마을 종점,강원도 원주시 호저면 영산길 119,강원도 원주시 호저면 광격리 241-5,37.449022,127.942882,2020-11-25
대안저수지,강원도 원주시 흥업면 대안로 604,강원도 원주시 흥업면 대안리 1771,37.274994,127.879399,2020-11-25
검산,강원도 원주시 흥업면 금산길 7,강원도 원주시 흥업면 대안리 1200-1,37.291411,127.884348,2020-11-25
술산리,강원도 원주시 흥업면 술미길 4,강원도 원주시 흥업면 대안리 1425-4,37.28393,127.87986,2020-11-25
신촌,강원도 원주시 흥업면 대안신촌길 1,강원도 원주시 흥업면 대안리 1036-1,37.29804,127.885978,2020-11-25
해삼터,강원도 원주시 흥업면 대안로 974,강원도 원주시 흥업면 대안리 312-5,37.303574,127.892941,2020-11-25
해삼터,강원도 원주시 흥업면 대안로 974,강원도 원주시 흥업면 대안리 산 52-7,37.303449,127.89303,2020-11-25
원주제재소,강원도 원주시 흥업면 대안로 781,강원도 원주시 흥업면 대안리 1200-1,37.288469,127.882381,2020-11-25
원주제재소,강원도 원주시 흥업면 대안로 767,강원도 원주시 흥업면 대안리 1200-2,37.288429,127.882488,2020-11-25
느티나무,강원도 원주시 흥업면 금산길 80-7,강원도 원주시 흥업면 대안리 2229-2,37.295533,127.884764,2020-11-25
대안리,강원도 원주시 흥업면 대안로 578,강원도 원주시 흥업면 대안리 2237,37.272242,127.878558,2020-11-25
둔지들,강원도 원주시 강변로 17,강원도 원주시 관설동 1313-1,37.312986,127.975399,2020-11-25
대안저수지,강원도 원주시 흥업면 대안로 604,강원도 원주시 흥업면 대안리 1771-3,37.27466,127.879246,2020-11-25
삼보골,강원도 원주시 섭재삼보길 226,강원도 원주시 반곡동 689,37.317041,127.986988,2020-11-25
상용곡종점,강원도 원주시 호저면 칠봉로 888,강원도 원주시 호저면 용곡리 402-15,37.461198,127.890578,2020-11-25
황둔,강원도 원주시 신림면 신림황둔로 1246,강원도 원주시 신림면 송계리 658-8,37.261839,128.192891,2020-11-25
지둔앞,강원도 원주시 귀래면 부귀로 1364-4,강원도 원주시 귀래면 용암리 487,37.154394,127.839549,2020-11-25
밤산골정류장,강원도 원주시 문막읍 밤상골길 16,강원도 원주시 문막읍 반계리 1567,37.313184,127.765994,2020-11-25
용암말,강원도 원주시 귀래면 북원로 155,강원도 원주시 귀래면 운남리 1031-2,37.174746,127.883298,2020-11-25
유치,강원도 원주시 신림면 송계로 243,강원도 원주시 신림면 송계리 385-4,37.281537,128.201298,2020-11-25
고청,강원도 원주시 귀래면 귀문로 636-1,강원도 원주시 귀래면 귀래리 1701-1,37.229896,127.853254,2020-11-25
선바위,강원도 원주시 호저면 호저로 1261-4,강원도 원주시 호저면 고산리 616,37.477094,127.919624,2020-11-25
구억동,강원도 원주시 판부면 구억마을길 145,강원도 원주시 판부면 서곡리 823-2,37.305514,127.933499,2020-11-25
흥업사거리,강원도 원주시 흥업면 남원로 79,강원도 원주시 흥업면 흥업리 65-2,37.303113,127.920028,2020-11-25
성남종점,강원도 원주시 신림면 성남로 422,강원도 원주시 신림면 성남리 산 170,37.279706,128.085506,2020-11-25
사두정류장,강원도 원주시 귀래면 귀문로 447,강원도 원주시 귀래면 귀래리 575-3,37.219749,127.869127,2020-11-25
재사,강원도 원주시 신림면 신림황둔로 931,강원도 원주시 신림면 황둔리 1922,37.247199,128.164159,2020-11-25
가둔지,강원도 원주시 신림면 성남로 84,강원도 원주시 신림면 성남리 177-2,37.251439,128.083307,2020-11-25
웃한치,강원도 원주시 귀래면 북원로 194,강원도 원주시 귀래면 운남리 1042-7,37.177734,127.884067,2020-11-25
선바위농원,강원도 원주시 호저면 호저로 1235,강원도 원주시 호저면 고산리 616,37.473669,127.919438,2020-11-25
능골종점,강원도 원주시 번재길 388-1,강원도 원주시 봉산동 187-2,37.362192,127.984736,2020-11-25
언당,강원도 원주시 신림면 신림황둔로 168,강원도 원주시 신림면 신림리 190-5,37.24358,128.087935,2020-11-25
송계1리,강원도 원주시 신림면 솔치안길 132,강원도 원주시 신림면 송계리 산 19-8,37.265666,128.205469,2020-11-25
사제리,강원도 원주시 흥업면 광터길 156,강원도 원주시 흥업면 사제리 1433-8,37.343745,127.880246,2020-11-25
대동마을,강원도 원주시 귀래면 북원로 269,강원도 원주시 귀래면 운계리 858-6,37.184477,127.883618,2020-11-25
가현동,강원도 원주시 가현로 26,강원도 원주시 가현동 64-17,37.386021,127.945142,2020-11-25
웃작실,강원도 원주시 부론면 섬뜰작실길 184,강원도 원주시 부론면 단강리 1470-9,37.169017,127.794476,2020-11-25
대덕마을,강원도 원주시 호저면 대덕길 161,강원도 원주시 호저면 대덕리 637-1,37.424827,127.940364,2020-11-25
성남골,강원도 원주시 신림면 성남로 46-7,강원도 원주시 신림면 성남리 1066-2,37.248666,128.084921,2020-11-25
계야강,강원도 원주시 신림면 송계로 289,강원도 원주시 신림면 송계리 281,37.284917,128.202356,2020-11-25
귀래면사무소,강원도 원주시 귀래면 북원로 105,강원도 원주시 귀래면 운남리 952-5,37.170065,127.884139,2020-11-25
귀래면사무소,강원도 원주시 귀래면 부귀로 1975,강원도 원주시 귀래면 운남리 955-1,37.170176,127.883613,2020-11-25
신월랑,강원도 원주시 고문골길 2,강원도 원주시 행구동 703-4,37.343224,128.001763,2020-11-25
덕현길입구,강원도 원주시 행구로 376,강원도 원주시 행구동 1074-9,37.343565,127.997953,2020-11-25
태장농공단지,강원도 원주시 태장공단길 47,강원도 원주시 태장동 1720-2,37.404121,127.945153,2020-11-25
장양삼거리,강원도 원주시 소초면 북원로 3085,강원도 원주시 소초면 장양리 1815,37.415964,127.962146,2020-11-25
KTX만종역(문막방면),강원도 원주시 호저면 운동들2길 21-33,강원도 원주시 호저면 만종리 1061-1,37.353225,127.893253,2020-11-25
KTX만종역(시내방면),강원도 원주시 호저면 운동들2길 21-33,강원도 원주시 호저면 만종리 1061-1,37.353147,127.893148,2020-11-25
살구나무골,강원도 원주시 부론면 부귀로 570,강원도 원주시 부론면 정산리 1330-1,37.167827,127.777659,2020-11-25
살구나무골,강원도 원주시 부론면 부귀로 570,강원도 원주시 부론면 정산리 2217,37.167843,127.777876,2020-11-25
농산물도매시장,강원도 원주시 원문로 252,강원도 원주시 단계동 산 87-1,37.356187,127.92359,2020-11-25
뒷대마을,강원도 원주시 호저면 대덕길 59-2,강원도 원주시 호저면 옥산리 159-1,37.430103,127.932643,2020-11-25
장지골,강원도 원주시 지정면 지정로 878,강원도 원주시 지정면 안창리 620-2,37.354759,127.799597,2020-11-25
간현고개,강원도 원주시 지정면 지정로 59,강원도 원주시 지정면 간현리 244-5,37.344473,127.849236,2020-11-25
장지골,강원도 원주시 지정면 지정로 878,강원도 원주시 지정면 안창리 620-2,37.354795,127.799737,2020-11-25
간현고개,강원도 원주시 지정면 지정로 59,강원도 원주시 지정면 간현리 산 111-13,37.344402,127.849127,2020-11-25
기업사거리,강원도 원주시 지정면 신지정로 205-6,강원도 원주시 지정면 가곡리 1356,37.373309,127.872602,2020-11-25
사기막,강원도 원주시 지정면 지정로 1285,강원도 원주시 지정면 판대리 385-19,37.385428,127.788823,2020-11-25
사기막,강원도 원주시 지정면 지정로 1285,강원도 원주시 지정면 판대리 386-5,37.385492,127.788971,2020-11-25
법천,강원도 원주시 부론면 부론로 79,강원도 원주시 부론면 법천리 1251-6,37.196604,127.753922,2020-11-25
원주경찰서,강원도 원주시 치악로 1869,강원도 원주시 봉산동 1098-3,37.348192,127.956472,2020-11-25
법천,강원도 원주시 부론면 부론로 79,강원도 원주시 부론면 법천리 1250-4,37.196662,127.75401,2020-11-25
라온프라이빗,강원도 원주시 지정면 신지정로 322-1,강원도 원주시 지정면 가곡리 1493,37.38287,127.87319,2020-11-25
장포소류지,강원도 원주시 호저면 칠봉로 180,강원도 원주시 호저면 무장리 산 24-3,37.41613,127.906687,2020-11-25
장포소류지,강원도 원주시 호저면 칠봉로 180-15,강원도 원주시 호저면 무장리 산 28,37.415125,127.908172,2020-11-25
호반베르디움,강원도 원주시 지정면 가곡로 134,강원도 원주시 지정면 가곡리 1540,37.382092,127.873866,2020-11-25
서곡삼거리앞,강원도 원주시 판부면 용수골길 18,강원도 원주시 판부면 서곡리 687-10,37.30786,127.929971,2020-11-25
서곡삼거리앞,강원도 원주시 판부면 용수골길 18,강원도 원주시 판부면 서곡리 745-1,37.308011,127.929653,2020-11-25
비두초등학교,강원도 원주시 문막읍 귀문로 1085,강원도 원주시 문막읍 비두리 847,37.262295,127.833921,2020-11-25
대둔마을회관,강원도 원주시 문막읍 원문로 2663,강원도 원주시 문막읍 대둔리 51-2,37.273138,127.770208,2020-11-25
문막공단(토다이수),강원도 원주시 문막읍 문막공단길 235,강원도 원주시 문막읍 반계리 5-12,37.298087,127.806655,2020-11-25
마현동(하),강원도 원주시 문막읍 왕건로 340,강원도 원주시 문막읍 동화리 1490-2,37.345025,127.840257,2020-11-25
문막공단(명성산업),강원도 원주시 문막읍 문막공단길 231,강원도 원주시 문막읍 반계리 5,37.298049,127.806496,2020-11-25
동화골 회차지,강원도 원주시 문막읍 동화골길 95,강원도 원주시 문막읍 동화리 284,37.321606,127.851678,2020-11-25
사자골,강원도 원주시 문막읍 사자골길 97-8,강원도 원주시 문막읍 대둔리 166,37.283891,127.758484,2020-11-25
동화산업단지 관리사무소,강원도 원주시 문막읍 동화공단로 84,강원도 원주시 문막읍 동화리 1670-1,37.334344,127.842447,2020-11-25
선비마을 회차지,강원도 원주시 문막읍 궁촌샛담길 85-1,강원도 원주시 문막읍 궁촌리 710-2,37.276944,127.831073,2020-11-25
동아 떡방앗간,강원도 원주시 문막읍 동건길 6,강원도 원주시 문막읍 동화리 686-3,37.322291,127.83601,2020-11-25
문막읍행정복지센터,강원도 원주시 문막읍 건등로 10,강원도 원주시 문막읍 건등리 1734,37.311873,127.817938,2020-11-25
골무네기 경로당,강원도 원주시 문막읍 황효자길 60,강원도 원주시 문막읍 반계리 1683,37.287623,127.778377,2020-11-25
동화골삼거리,강원도 원주시 문막읍 동화골길 25,강원도 원주시 문막읍 동화리 559,37.325254,127.845048,2020-11-25
마현동(상),강원도 원주시 문막읍 왕건로 280-1,강원도 원주시 문막읍 동화리 883-2,37.343402,127.835745,2020-11-25
경장동,강원도 원주시 지정면 경장길 6,강원도 원주시 지정면 간현리 1117-2,37.344457,127.844307,2020-11-25
(주)엠제이푸드,강원도 원주시 문막읍 성아길 4,강원도 원주시 문막읍 동화리 1469-40,37.320353,127.837658,2020-11-25
호수마을 전원주택단지입구,강원도 원주시 문막읍 동건길 89-2,강원도 원주시 문막읍 건등리 185-4,37.315207,127.839332,2020-11-25
선비마을 경로당,강원도 원주시 문막읍 궁말길 23,강원도 원주시 문막읍 궁촌리 768-4,37.276097,127.826882,2020-11-25
사제 광터회관,강원도 원주시 흥업면 광터길 163,강원도 원주시 흥업면 사제리 1430-6,37.344299,127.879914,2020-11-25
문막읍행정복지센터,강원도 원주시 문막읍 건등로 12,강원도 원주시 문막읍 건등리 1706,37.312039,127.818002,2020-11-25
흥업면사무소,강원도 원주시 흥업면 울업1길 1,강원도 원주시 흥업면 흥업리 67-7,37.302604,127.920578,2020-11-25
문막공단(대한화인세라믹),강원도 원주시 문막읍 문막공단길 45,강원도 원주시 문막읍 반계리 5,37.298075,127.804169,2020-11-25
진밭,강원도 원주시 문막읍 취병로 659-16,강원도 원주시 문막읍 취병리 918,37.34406,127.770411,2020-11-25
다리골,강원도 원주시 귀래면 운남길 408,강원도 원주시 귀래면 운남리 135-4,37.180597,127.919562,2020-11-25
다리골,강원도 원주시 귀래면 운남길 428,강원도 원주시 귀래면 운남리 116-1,37.180564,127.920429,2020-11-25
진밭,강원도 원주시 문막읍 취병로 646-1,강원도 원주시 문막읍 취병리 799-2,37.344839,127.770564,2020-11-25
반곡관설동주민센터,강원도 원주시 입춘로 5,강원도 원주시 반곡동 1810,37.329432,127.974085,2020-11-25
국립과학수사연구원,강원도 원주시 입춘로 5,강원도 원주시 반곡동 1858-2,37.329047,127.974089,2020-11-25
장지동,강원도 원주시 지정면 장지길 2,강원도 원주시 지정면 판대리 165-7,37.367886,127.800979,2020-11-25
장지동,강원도 원주시 지정면 장지길 2,강원도 원주시 지정면 판대리 165-7,37.367867,127.801072,2020-11-25
늘품사거리,강원도 원주시 늘품로 105,강원도 원주시 단구동 1466,37.328657,127.954684,2020-11-25
동막골,강원도 원주시 흥업면 북원로 1255,강원도 원주시 흥업면 매지리 1011-5,37.264205,127.903493,2020-11-25
학성초등학교,강원도 원주시 천사로 260,강원도 원주시 학성동 159-5,37.353701,127.952111,2020-11-25
매지휴게소,강원도 원주시 흥업면 북원로 982,강원도 원주시 흥업면 매지리 1852-9,37.240999,127.898329,2020-11-25
신림삼거리,강원도 원주시 신림면 신림황둔로 5,강원도 원주시 신림면 신림리 948-1,37.230204,128.081701,2020-11-25
신림삼거리,강원도 원주시 신림면 치악로 3,강원도 원주시 신림면 신림리 946,37.22937,128.081695,2020-11-25
황산,강원도 원주시 귀래면 부귀로 1766,강원도 원주시 귀래면 주포리 253-1,37.164708,127.868342,2020-11-25
가마골,강원도 원주시 귀래면 북원로 347,강원도 원주시 귀래면 운계리 675,37.191487,127.88395,2020-11-25
황산,강원도 원주시 귀래면 부귀로 1764,강원도 원주시 귀래면 주포리 261-1,37.164447,127.86829,2020-11-25
천은사정류장,강원도 원주시 귀래면 북원로 840,강원도 원주시 귀래면 귀래리 63-4,37.228999,127.896713,2020-11-25
동막정류장,강원도 원주시 귀래면 귀래동막길 3,강원도 원주시 귀래면 귀래리 198-3,37.219456,127.896084,2020-11-25
도용,강원도 원주시 신림면 송계로 93,강원도 원주시 신림면 송계리 821-1,37.269524,128.195517,2020-11-25
철동골,강원도 원주시 귀래면 북원로 883,강원도 원주시 귀래면 귀래리 산 117-1,37.232467,127.899603,2020-11-25
원평마을입구,강원도 원주시 문막읍 석지1길 96,강원도 원주시 문막읍 건등리 1542-1,37.31715,127.812291,2020-11-25
문막노인복지센터,강원도 원주시 문막읍 원양1로 71,강원도 원주시 문막읍 반계리 1038-16,37.293158,127.780055,2020-11-25
