순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
226,9-316-01,해운대구,중동,1114-2,해운대리조텔 앞,지상,보행등,LED,1면2색,보행등,129.1669337,35.16220685
227,9-315-19,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1315083,35.17248267
228,9-315-18,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1315083,35.17248267
229,9-315-17,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등,129.1312892,35.17251725
230,9-315-16,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1312754,35.17232465
231,9-315-15,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1313015,35.17229324
232,9-315-14,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1313230,35.17226740
233,9-315-13,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1313230,35.17226740
234,9-315-12,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1314006,35.17217409
235,9-315-11,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1314839,35.17218285
236,9-315-10,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1315409,35.17221399
237,9-315-09,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1315712,35.17223055
238,9-315-08,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1317536,35.17223187
239,9-315-07,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등,129.1317412,35.17235399
240,9-315-06,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1317191,35.17238040
241,9-315-05,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1316980,35.17240556
242,9-315-04,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1316980,35.17240556
243,9-315-03,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등,129.1315601,35.17250365
244,9-315-02,해운대구,우동,1488,센텀큐교차로,지상,보행등,LED,1면2색,보행등,129.1315601,35.17250365
245,9-315-01,해운대구,우동,1488,센텀큐교차로,지상,차량등,LED,1면4색,횡형4색,129.1315367,35.17249417
246,9-313-15,해운대구,재송동,1065-1,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1265736,35.18869944
247,9-313-14,해운대구,재송동,1130-3,부산은행 재송지점,지상,차량등,LED,1면3색,횡형3색,129.1265289,35.18848657
248,9-313-13,해운대구,재송동,1130-3,부산은행 재송지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1264794,35.18844581
249,9-313-12,해운대구,재송동,1065-1,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1263284,35.18830593
250,9-313-11,해운대구,재송동,1065-1,부산은행 재송지점,지상,차량등,LED,1면3색,횡형3색,129.1263930,35.18827920
251,9-313-10,해운대구,재송동,1065-1,부산은행 재송지점,지상,차량등,LED,1면3색,횡형3색,129.1263930,35.18827920
252,9-313-09,해운대구,재송동,1065-1,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1264341,35.18825253
253,9-313-08,해운대구,재송동,1065-1,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1266906,35.18836513
254,9-313-07,해운대구,재송동,1065-1,부산은행 재송지점,지상,차량등,LED,1면3색,종형3색,129.1266906,35.18836513
255,9-313-06,해운대구,재송동,1130-3,부산은행 재송지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1267370,35.18845373
256,9-313-05,해운대구,재송동,1130-3,부산은행 재송지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1267375,35.18848201
257,9-313-04,해운대구,재송동,1130-3,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1267382,35.18852179
258,9-313-03,해운대구,재송동,1065-1,부산은행 재송지점,지상,보행등,LED,1면2색,보행등,129.1266761,35.18863944
259,9-313-02,해운대구,재송동,1065-1,부산은행 재송지점,지상,차량등,LED,1면3색,횡형3색,129.1266183,35.18869601
260,9-313-01,해운대구,재송동,1065-1,부산은행 재송지점,지상,차량등,LED,1면3색,횡형3색,129.1266183,35.18869601
261,9-311-32,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1460941,35.15543792
262,9-311-31,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1460346,35.15545644
263,9-311-30,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1459974,35.15546802
264,9-311-29,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1459715,35.15547689
265,9-311-28,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1459380,35.15548836
266,9-311-27,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1461505,35.15534287
267,9-311-26,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1461397,35.15531892
268,9-311-25,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1458362,35.15546364
269,9-311-24,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1458168,35.15541159
270,9-311-23,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1461272,35.15529138
271,9-311-22,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1457791,35.15536929
272,9-311-21,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1461262,35.15526546
273,9-311-20,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1457682,35.15534729
274,9-311-19,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1457554,35.15532152
275,9-311-18,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1461033,35.15522028
276,9-311-17,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1458078,35.15523143
277,9-311-16,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1458671,35.15520999
278,9-311-15,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1459156,35.15519113
279,9-311-14,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1459501,35.15518022
280,9-311-13,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1459806,35.15517060
281,9-311-12,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1469532,35.15486279
282,9-311-11,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면3색,횡형3색,129.1469885,35.15485345
283,9-311-10,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면3색,횡형3색,129.1470215,35.15484471
284,9-311-09,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1469305,35.15496802
285,9-311-08,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1471590,35.15490212
286,9-311-07,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1471668,35.15492154
287,9-311-06,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1471785,35.15495095
288,9-311-05,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1471351,35.15508109
289,9-311-04,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1472059,35.15507720
290,9-311-03,해운대구,우동,1446,마린시티 8지점,지상,차량등,LED,1면4색,횡형4색,129.1471753,35.15507888
291,9-311-02,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1469101,35.15512746
292,9-311-01,해운대구,우동,1446,마린시티 8지점,지상,보행등,LED,1면2색,보행등,129.1470689,35.15517568
293,9-310-08,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,종형3색,129.1446481,35.15577849
294,9-310-07,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,횡형3색,129.1446239,35.15570385
295,9-310-06,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,횡형3색,129.1446136,35.15567904
296,9-310-05,해운대구,우동,1410-1,마린시티 7지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1446027,35.15565232
297,9-310-04,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,종형3색,129.1446722,35.15563210
298,9-310-03,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,횡형3색,129.1447079,35.15570382
299,9-310-02,해운대구,우동,1410-1,마린시티 7지점,지상,차량등,LED,1면3색,횡형3색,129.1447208,35.15572906
300,9-310-01,해운대구,우동,1410-1,마린시티 7지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1447335,35.15575390
301,9-309-18,해운대구,우동,1447,마린시티 5지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1416164,35.15701236
302,9-309-17,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,종형3색,129.1415589,35.15696733
303,9-309-16,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1416368,35.15699347
304,9-309-15,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1416592,35.15697274
305,9-309-14,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1416160,35.15689765
306,9-309-13,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1416434,35.15687693
307,9-309-12,해운대구,우동,1447,마린시티 5지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1416711,35.15685597
308,9-309-11,해운대구,우동,1447,마린시티 5지점,지상,차량등,LED,1면3색,종형3색,129.1417303,35.15690292
309,9-309-10,해운대구,우동,1408-2,마린시티 5지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1424516,35.15743612
310,9-309-09,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1424246,35.15745831
311,9-309-08,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1423950,35.15748252
312,9-309-07,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1425316,35.15765281
313,9-309-06,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1425316,35.15765281
314,9-309-05,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,횡형3색,129.1425095,35.15767268
315,9-309-04,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1424688,35.15766818
316,9-309-03,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1424536,35.15765043
317,9-309-02,해운대구,우동,1408-2,마린시티 5지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1423557,35.15758767
318,9-309-01,해운대구,우동,1408-2,마린시티 5지점,지상,차량등,LED,1면3색,종형3색,129.1423557,35.15758767
319,9-308-08,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,횡형3색,129.1454632,35.15756671
320,9-308-07,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,횡형3색,129.1454508,35.15753938
321,9-308-06,해운대구,우동,1406-7,마린시티 3지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1454392,35.15751403
322,9-308-05,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,종형3색,129.1455120,35.15749507
323,9-308-04,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,횡형3색,129.1455352,35.15757222
324,9-308-03,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,횡형3색,129.1455466,35.15760061
325,9-308-02,해운대구,우동,1406-7,마린시티 3지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1455556,35.15762306
326,9-308-01,해운대구,우동,1406-7,마린시티 3지점,지상,차량등,LED,1면3색,종형3색,129.1454963,35.15763650
327,9-307-20,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1441087,35.15815005
328,9-307-19,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1440506,35.15810671
329,9-307-18,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1440143,35.15804712
330,9-307-17,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1439298,35.15801159
331,9-307-16,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1439210,35.15798659
332,9-307-15,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1439099,35.15795509
333,9-307-14,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1439839,35.15788259
334,9-307-13,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1440643,35.15786700
335,9-307-12,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1440964,35.15779186
336,9-307-11,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1441365,35.15778133
337,9-307-10,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1441845,35.15776875
338,9-307-09,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1442440,35.15780579
339,9-307-08,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1442788,35.15788051
340,9-307-07,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1443635,35.15790883
341,9-307-06,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1443738,35.15793530
342,9-307-05,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1443823,35.15795702
343,9-307-04,해운대구,우동,1408-2,마린시티 2지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1443184,35.15802430
344,9-307-03,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1442509,35.15804420
345,9-307-02,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1441919,35.15812563
346,9-307-01,해운대구,우동,1408-2,마린시티 2지점,지상,차량등,LED,1면4색,횡형4색,129.1441621,35.15813437
347,9-306-15,해운대구,우동,1408-2,마린시티 1지점,지상,차량등,LED,1면3색,횡형3색,129.1431984,35.15832235
348,9-306-14,해운대구,우동,1408-2,마린시티 1지점,지상,차량등,LED,1면3색,횡형3색,129.1431596,35.15831941
349,9-306-13,해운대구,우동,1408-2,마린시티 1지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1431218,35.15831655
350,9-306-12,해운대구,우동,1408-2,마린시티 1지점,지상,차량등,LED,1면3색 좌회전,횡형3색,129.1431019,35.15827171
351,9-306-11,해운대구,우동,1408-2,마린시티 1지점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.1431101,35.15819727
352,9-306-10,해운대구,우동,1408-2,마린시티 1지점,지상,차량등,LED,1면3색,횡형3색,129.1431639,35.15809348
