위도,경도,name,name:ko,highway,public_transport
34.964223,126.424638,서호2리(신기),서호2리(신기),bus_stop,platform
34.9663511,126.430211,서호4리(연수동),서호4리(연수동),bus_stop,platform
34.9702482,126.459694,청천2리(하청천),청천2리(하청천),bus_stop,platform
34.992971,126.437397,양학1리,양학1리,bus_stop,platform
35.0139445,126.4231454,양학1리,양학1리,bus_stop,platform
34.992971,126.437397,양학2리,양학2리,bus_stop,platform
35.009257,126.422493,동산1리,동산1리,bus_stop,platform
35.02139,126.4119342,동산2리,동산2리,bus_stop,platform
35.02139,126.4119342,동산3리,동산3리,bus_stop,platform
35.02139,126.4119342,동산4리,동산4리,bus_stop,platform
35.02139,126.4119342,동산5리,동산5리,bus_stop,platform
35.0228156,126.4345012,평산1리,평산1리,bus_stop,platform
35.0157778,126.4390327,평산2리,평산2리,bus_stop,platform
35.021117,126.411341,외반1리,외반1리,bus_stop,platform
35.0217556,126.4108592,외반1리,외반1리,bus_stop,platform
35.0161152,126.41396,외반1리,외반1리,bus_stop,platform
35.0185269,126.4044804,외반1리,외반1리,bus_stop,platform
35.0185269,126.4044804,외반1리,외반1리,bus_stop,platform
35.0216321,126.409618,외반1리,외반1리,bus_stop,platform
35.010779,126.412702,외반2리,외반2리,bus_stop,platform
35.02139,126.4119342,외반3리,외반3리,bus_stop,platform
35.0161152,126.41396,외반3리,외반3리,bus_stop,platform
35.0486429,126.4482723,현화2리,현화2리,bus_stop,platform
35.0483963,126.4488667,현화3리,현화3리,bus_stop,platform
35.0389697,126.4477258,현화4리,현화4리,bus_stop,platform
35.0490757,126.44913,현화6리,현화6리,bus_stop,platform
35.0603603,126.4637043,해운1리,해운1리,bus_stop,platform
35.0603603,126.4637043,해운1리,해운1리,bus_stop,platform
35.0603603,126.4637043,해운1리,해운1리,bus_stop,platform
35.0603603,126.4637043,해운2리,해운2리,bus_stop,platform
35.0603603,126.4637043,해운3리,해운3리,bus_stop,platform
35.0603603,126.4637043,해운4리,해운4리,bus_stop,platform
35.0576066,126.4647237,해운5리,해운5리,bus_stop,platform
35.0603603,126.4637043,해운5리,해운5리,bus_stop,platform
35.035502,126.392849,송정1리,송정1리,bus_stop,platform
35.0362746,126.3927033,송정2리,송정2리,bus_stop,platform
35.0362746,126.3927033,송정2리,송정2리,bus_stop,platform
35.0585158,126.3956092,수양1리,수양1리,bus_stop,platform
35.0585158,126.3956092,수양2리,수양2리,bus_stop,platform
35.0585158,126.3956092,수양3리,수양3리,bus_stop,platform
35.0580927,126.3776227,용정3리,용정3리,bus_stop,platform
35.0580927,126.3776227,용정5리,용정5리,bus_stop,platform
35.056585,126.3577358,오류4리,오류4리,bus_stop,platform
35.056585,126.3577358,오류5리,오류5리,bus_stop,platform
35.0704578,126.3560382,마산1리,마산1리,bus_stop,platform
35.0704578,126.3560382,마산1리,마산1리,bus_stop,platform
35.0704578,126.3560382,마산2리,마산2리,bus_stop,platform
35.0883522,126.3384713,가입1리,가입1리,bus_stop,platform
34.9972812,126.3450754,송현3리(원송현),송현3리(원송현),bus_stop,platform
34.9992114,126.3467606,송현4리(성동),송현4리(성동),bus_stop,platform
34.9908267,126.3625497,송현2리(용동),송현2리(용동),bus_stop,platform
34.9979236,126.3643416,송현2리(용동),송현2리(용동),bus_stop,platform
35.0003274,126.3663443,송현2리(용동),송현2리(용동),bus_stop,platform
35.0070423,126.3717046,송현1리(두모),송현1리(두모),bus_stop,platform
35.008449,126.3794273,목서6리(장재),목서6리(장재),bus_stop,platform
35.0064317,126.380568,피서3리(정착),피서3리(정착),bus_stop,platform
34.994204,126.3878693,피서4리(톱머리),피서4리(톱머리),bus_stop,platform
34.9677033,126.39056,피서4리(톱머리),피서4리(톱머리),bus_stop,platform
35.0036739,126.3879683,피서1리(용교),피서1리(용교),bus_stop,platform
35.0169826,126.3934415,목서5리(목북),목서5리(목북),bus_stop,platform
35.0120983,126.3819758,목서4리(외덕),목서4리(외덕),bus_stop,platform
35.0122605,126.3926268,목동6리(목남),목동6리(목남),bus_stop,platform
35.012454,126.3922637,목동1리(목동),목동1리(목동),bus_stop,platform
35.0142404,126.396554,목동3리(하주교),목동3리(하주교),bus_stop,platform
35.016833,126.4032764,목동4리(상주교),목동4리(상주교),bus_stop,platform
35.0887414,126.2875653,산길2리(구등),산길2리(구등),bus_stop,platform
35.1194132,126.2985898,신정5리(양간4),신정5리(양간4),bus_stop,platform
35.0810734,126.2939808,천장4리(돌기),천장4리(돌기),bus_stop,platform
